location,size,total_sqft,bath,price,bhk,price_per_sqft
Sarjapur  Road,2 BHK,2.0,2.0,40.0,2,2000000.0
Sarjapur  Road,2 BHK,2.0,2.0,62.0,2,3100000.0
Bannerghatta,3 Bedroom,2.0,3.0,239.0,3,11950000.0
Domlur,3 BHK,2.0,2.0,150.0,3,7500000.0
Hennur Road,2 BHK,2.0,2.0,42.6,2,2130000.0
Sanjay nagar,3 BHK,2.0,3.0,180.0,3,9000000.0
Sector 7 HSR Layout,2 BHK,2.0,2.0,98.86,2,4943000.0
Tumkur Road,2 BHK,2.0,2.0,72.0,2,3600000.0
5th Phase JP Nagar,3 BHK,2.0,2.0,100.0,3,5000000.0
Whitefield,4 Bedroom,2.0,4.0,330.0,4,16500000.0
Thubarahalli,2 BHK,2.0,2.0,75.0,2,3750000.0
Subramanyanagar,8 Bedroom,2.0,6.0,200.0,8,10000000.0
Yelahanka,3 BHK,2.0,3.0,74.16,3,3708000.0
Thigalarapalya,2 BHK,2.0,2.0,95.0,2,4750000.0
Ramamurthy Nagar,3 Bedroom,2.0,3.0,160.0,3,8000000.0
Hebbal,2 BHK,2.0,2.0,50.0,2,2500000.0
KUDLU MAIN ROAD,3 BHK,2.0,3.0,56.0,3,2800000.0
Hebbal,2 BHK,2.0,2.0,55.0,2,2750000.0
Doddanekundi,2 BHK,2.0,2.0,40.0,2,2000000.0
Whitefield,2 BHK,2.0,2.0,136.0,2,6800000.0
1 Ramamurthy Nagar,11 Bedroom,2.0,11.0,170.0,11,8500000.0
Kadugondanahalli,6 Bedroom,2.0,6.0,66.0,6,3300000.0
Banashankari Stage II,4 Bedroom,2.0,2.0,150.0,4,7500000.0
Old Airport Road,4 BHK,2.0,4.0,207.0,4,10350000.0
5th Stage BEML Layout,3 BHK,2.0,3.0,85.0,3,4250000.0
HBR Layout,3 BHK,2.0,3.0,95.0,3,4750000.0
Indira Nagar,3 BHK,2.0,3.0,330.0,3,16500000.0
Jaya Mahal layout,3 BHK,2.0,3.0,175.0,3,8750000.0
BSM Extension,2 BHK,2.0,2.0,27.0,2,1350000.0
Jigani,2 BHK,2.0,2.0,47.0,2,2350000.0
Hennur Road,3 BHK,2.0,2.0,83.73,3,4186500.0
Kundalahalli,3 BHK,2.0,3.0,127.0,3,6350000.0
Vijinapura,3 BHK,2.0,3.0,91.86,3,4593000.0
Banaswadi,2 BHK,2.0,2.0,53.0,2,2650000.0
Kodigehaali,2 BHK,2.0,2.0,55.0,2,2750000.0
TC Palaya,2 Bedroom,2.0,2.0,65.0,2,3250000.0
Jigani,2 BHK,2.0,2.0,55.0,2,2750000.0
P&T Layout,2 BHK,2.0,2.0,39.7,2,1985000.0000000002
Electronic City Phase II,3 BHK,2.0,3.0,35.23,3,1761499.9999999998
Electronic City,3 BHK,2.0,2.0,75.0,3,3750000.0
Brookefield,4 Bedroom,2.0,4.0,240.0,4,12000000.0
7th Phase JP Nagar,2 BHK,2.0,2.0,72.0,2,3600000.0
Whitefield,3 BHK,2.0,3.0,108.0,3,5400000.0
Yelahanka New Town,2 BHK,2.0,2.0,26.0,2,1300000.0
Hennur,2 BHK,2.0,2.0,57.0,2,2850000.0
Byrasandra,3 BHK,2.0,2.0,55.0,3,2750000.0
SBM Colony,10 Bedroom,2.0,10.0,475.0,10,23750000.0
Veerannapalya,3 BHK,2.0,3.0,57.0,3,2850000.0
Chowdeshwari Layout,3 BHK,2.0,2.0,80.0,3,4000000.0
JP Nagar,1 BHK,2.0,1.0,44.0,1,2200000.0
HSR Layout,2 BHK,2.0,2.0,44.0,2,2200000.0
Kanakpura Road,3 BHK,2.0,3.0,81.94,3,4097000.0
Whitefield,2 BHK,2.0,2.0,58.0,2,2900000.0
Mathikere Extension,4 Bedroom,2.0,2.0,67.5,4,3375000.0
Horamavu Agara,2 BHK,2.0,2.0,39.0,2,1950000.0
TC Palaya,2 Bedroom,2.0,2.0,70.0,2,3500000.0
Akshaya Nagar,3 BHK,2.0,3.0,120.0,3,6000000.0
CV Raman Nagar,2 BHK,2.0,2.0,55.0,2,2750000.0
EPIP Zone,3 BHK,2.0,4.0,172.0,3,8600000.0
Sector 2 HSR Layout,2 BHK,2.0,2.0,75.0,2,3750000.0
Chikkalasandra,2 Bedroom,2.0,1.0,128.0,2,6400000.0
Kanakpura Road,3 BHK,2.0,3.0,64.5,3,3225000.0
Koramangala,2 BHK,2.0,2.0,110.0,2,5500000.0
Sarjapur,4 BHK,2.0,2.0,65.0,4,3250000.0
Electronic City,2 BHK,2.0,1.0,40.0,2,2000000.0
Jalahalli,3 BHK,2.0,3.0,110.0,3,5500000.0
Anantapura,3 Bedroom,2.0,4.0,160.0,3,8000000.0
Domlur,3 BHK,2.0,3.0,86.0,3,4300000.0
Babusapalaya,3 BHK,2.0,2.0,39.98,3,1998999.9999999998
Bommasandra,2 BHK,2.0,2.0,41.73,2,2086499.9999999998
Kengeri,3 BHK,2.0,2.0,38.0,3,1900000.0
2nd Stage Nagarbhavi,5 Bedroom,2.0,4.0,285.0,5,14250000.0
Sarjapur,3 Bedroom,2.0,3.0,76.0,3,3800000.0
Nagarbhavi,1 BHK,2.0,2.0,36.0,1,1800000.0
Haralur Road,2 BHK,2.0,2.0,46.0,2,2300000.0
Hoodi,2 BHK,2.0,2.0,60.87,2,3043500.0
Shivaji Nagar,7 Bedroom,2.0,6.0,200.0,7,10000000.0
Kaikondrahalli,2 BHK,2.0,2.0,50.0,2,2500000.0
Hebbal Kempapura,2 Bedroom,2.0,2.0,125.0,2,6250000.0
Old Airport Road,4 BHK,2.0,4.0,191.0,4,9550000.0
Subramanyapura,2 BHK,2.0,2.0,58.0,2,2900000.0
Hosa Road,3 Bedroom,2.0,3.0,72.5,3,3625000.0
Chamrajpet,4 BHK,2.0,2.0,170.0,4,8500000.0
Banashankari,3 Bedroom,2.0,3.0,100.0,3,5000000.0
OMBR Layout,2 BHK,2.0,2.0,65.5,2,3275000.0
Sarjapur  Road,3 BHK,2.0,3.0,135.0,3,6750000.0
Whitefield,4 BHK,2.0,4.0,312.0,4,15600000.0
Padmanabhanagar,2 BHK,2.0,2.0,115.0,2,5750000.0
Kanakpura Road,3 BHK,2.0,3.0,92.0,3,4600000.0
Old Madras Road,4 BHK,2.0,6.0,195.0,4,9750000.0
JP Nagar,3 BHK,2.0,3.0,250.0,3,12500000.0
Hebbal,4 BHK,2.0,4.0,198.0,4,9900000.0
Badavala Nagar,3 BHK,2.0,2.0,94.55,3,4727500.0
Hennur Road,3 BHK,2.0,2.0,87.0,3,4350000.0
Rustam Bagh Layout,2 BHK,2.0,2.0,50.0,2,2500000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,47.39,2,2369500.0
Hulimavu,2 BHK,2.0,2.0,71.5,2,3575000.0
NRI Layout,2 Bedroom,2.0,2.0,120.0,2,6000000.0
4th Block Koramangala,2 BHK,2.0,2.0,150.0,2,7500000.0
Hulimavu,3 BHK,2.0,3.0,65.0,3,3250000.0
Banaswadi,2 BHK,2.0,2.0,55.0,2,2750000.0
Hormavu,2 BHK,2.0,2.0,50.0,2,2500000.0
Belatur,2 BHK,2.0,2.0,58.0,2,2900000.0
Arekere,2 BHK,2.0,2.0,55.0,2,2750000.0
Sarjapur  Road,3 BHK,2.0,3.0,119.0,3,5950000.0
Lalbagh Road,4 BHK,2.0,4.0,367.0,4,18350000.0
Frazer Town,3 BHK,2.0,3.0,95.45,3,4772500.0
Basavangudi,3 BHK,2.0,4.0,292.0,3,14600000.0
Kamakya Layout,2 Bedroom,2.0,2.0,150.0,2,7500000.0
Domlur,2 BHK,2.0,2.0,217.0,2,10850000.0
Vignana Nagar,5 Bedroom,2.0,4.0,130.0,5,6500000.0
Kogilu,2 BHK,2.0,2.0,50.66,2,2533000.0
Nallurhalli,2 BHK,2.0,2.0,65.0,2,3250000.0
Kamakshipalya,3 Bedroom,2.0,2.0,60.0,3,3000000.0
Chinnapanahalli,2 BHK,2.0,2.0,48.0,2,2400000.0
Kereguddadahalli,2 BHK,2.0,2.0,28.0,2,1400000.0
Jalahalli East,2 BHK,2.0,2.0,58.0,2,2900000.0
TC Palaya,4 Bedroom,2.0,2.0,50.0,4,2500000.0
Lingarajapuram,2 Bedroom,2.0,2.0,80.0,2,4000000.0
Anekal,2 BHK,2.0,2.0,40.0,2,2000000.0
Yelachenahalli,4 Bedroom,2.0,3.0,220.0,4,11000000.0
3rd Block HBR Layout,3 Bedroom,2.0,3.0,100.0,3,5000000.0
Frazer Town,3 BHK,2.0,2.0,75.0,3,3750000.0
Kasavanhalli,5 Bedroom,2.0,7.0,1200.0,5,60000000.0
Laxmi Sagar Layout,3 BHK,2.0,3.0,110.0,3,5500000.0
Yeshwanthpur,3 Bedroom,2.0,2.0,130.0,3,6500000.0
Gottigere,2 Bedroom,2.0,2.0,95.0,2,4750000.0
TC Palaya,2 Bedroom,2.0,2.0,55.0,2,2750000.0
Bommenahalli,4 Bedroom,2.0,3.0,145.0,4,7250000.0
OMBR Layout,2 BHK,2.0,2.0,65.5,2,3275000.0
7th Phase JP Nagar,6 BHK,2.0,7.0,450.0,6,22500000.0
Bannerghatta,4 BHK,2.0,6.0,250.0,4,12500000.0
Marathahalli,3 BHK,2.0,3.0,74.5,3,3725000.0
Sector 2 HSR Layout,3 BHK,2.0,2.0,135.0,3,6750000.0
Bannerghatta Road,2 BHK,2.0,2.0,75.0,2,3750000.0
Sahakara Nagar,4 Bedroom,2.0,4.0,130.0,4,6500000.0
Hosur Road,3 BHK,2.0,2.0,110.0,3,5500000.0
New Gurappana Palya,7 BHK,2.0,7.0,106.0,7,5300000.0
Dodda Nekkundi Extension,2 BHK,2.0,2.0,73.0,2,3650000.0
Old Airport Road,4 BHK,2.0,4.0,199.0,4,9950000.0
Harlur,2 BHK,2.0,2.0,76.0,2,3800000.0
Old Madras Road,3 BHK,2.0,3.0,58.99,3,2949500.0
Frazer Town,3 BHK,2.0,3.0,185.0,3,9250000.0
Kengeri Satellite Town,2 BHK,2.0,2.0,25.0,2,1250000.0
Nelamangala,3 Bedroom,2.0,2.0,140.0,3,7000000.0
Kengeri,2 BHK,2.0,2.0,31.0,2,1550000.0
Hosur Road,2 BHK,2.0,2.0,106.0,2,5300000.0
Begur Road,2 BHK,2.0,2.0,45.0,2,2250000.0
Nagavarapalya,2 BHK,2.0,2.0,37.0,2,1850000.0
Hormavu,2 BHK,2.0,2.0,77.0,2,3850000.0
Uttarahalli,2 BHK,2.0,2.0,39.71,2,1985500.0
7th Phase JP Nagar,3 BHK,2.0,2.0,52.0,3,2600000.0
Vittasandra,3 BHK,2.0,3.0,85.0,3,4250000.0
Whitefield,4 Bedroom,2.0,4.0,125.0,4,6250000.0
Hormavu,2 Bedroom,2.0,2.0,67.0,2,3350000.0
2nd Block Hrbr Layout,3 BHK,2.0,3.0,90.0,3,4500000.0
Sarjapur,2 BHK,2.0,2.0,32.5,2,1625000.0
Domlur,1 BHK,2.0,1.0,55.0,1,2750000.0
Electronic City Phase II,2 BHK,2.0,2.0,44.0,2,2200000.0
Marathahalli,3 BHK,2.0,3.0,98.0,3,4900000.0
Electronic City,2 BHK,2.0,2.0,64.0,2,3200000.0
Hongasandra,2 Bedroom,2.0,2.0,42.0,2,2100000.0
Harappanahalli,2 Bedroom,2.0,2.0,95.0,2,4750000.0
Basapura,2 BHK,2.0,2.0,42.0,2,2100000.0
Roopena Agrahara,2 BHK,2.0,2.0,53.55,2,2677500.0
Doddakallasandra,3 BHK,2.0,2.0,54.39,3,2719500.0
BTM Layout,2 BHK,2.0,2.0,63.0,2,3150000.0
Hennur Road,4 Bedroom,2.0,4.0,294.0,4,14700000.0
Chennammana Kere,2 BHK,2.0,2.0,56.87,2,2843500.0
Jigani,2 BHK,2.0,2.0,46.0,2,2300000.0
Bommasandra Industrial Area,2 BHK,2.0,2.0,41.0,2,2050000.0
Thanisandra,3 BHK,2.0,3.0,101.0,3,5050000.0
Uttarahalli,2 BHK,2.0,2.0,45.0,2,2250000.0
Hegde Nagar,4 Bedroom,2.0,4.0,83.0,4,4150000.0
Subramanyapura,2 BHK,2.0,2.0,55.0,2,2750000.0
Kanaka Nagar,3 BHK,2.0,3.0,215.0,3,10750000.0
Sarjapur  Road,3 BHK,2.0,3.0,140.0,3,7000000.0
Tasker Town,2 BHK,2.0,2.0,106.0,2,5300000.0
Govindpura,3 BHK,2.0,3.0,75.0,3,3750000.0
Hormavu,2 Bedroom,2.0,3.0,70.0,2,3500000.0
Yelahanka,4 Bedroom,2.0,4.0,131.0,4,6550000.0
Rajaji Nagar,3 BHK,2.0,3.0,223.0,3,11150000.0
NR Colony,2 BHK,2.0,2.0,40.05,2,2002499.9999999998
Kanakpura Road,2 BHK,2.0,2.0,58.0,2,2900000.0
Agara Village,3 BHK,2.0,3.0,120.0,3,6000000.0
Begur Road,3 BHK,2.0,3.0,60.0,3,3000000.0
Shettigere,1 BHK,2.0,1.0,26.0,1,1300000.0
Chikkasandra,9 Bedroom,2.0,9.0,120.0,9,6000000.0
Kaggadasapura,2 BHK,2.0,2.0,42.0,2,2100000.0
Kothannur,6 Bedroom,2.0,6.0,135.0,6,6750000.0
Kenchanehalli R R Nagar,3 BHK,2.0,2.0,45.12,3,2256000.0
6th Phase JP Nagar,3 Bedroom,2.0,2.0,100.0,3,5000000.0
Kumara Park,3 BHK,2.0,3.0,207.0,3,10350000.0
Tumkur Road,3 BHK,2.0,3.0,90.0,3,4500000.0
BEL Road,2 Bedroom,2.0,2.0,110.0,2,5500000.0
Arekere,1 BHK,2.0,1.0,28.0,1,1400000.0
Varthur,4 Bedroom,2.0,2.0,110.0,4,5500000.0
Koramangala,3 BHK,2.0,3.0,88.0,3,4400000.0
Kanakpura Road,4 Bedroom,2.0,6.0,225.0,4,11250000.0
GM Palaya,2 BHK,2.0,2.0,36.0,2,1800000.0
Byagadadhenahalli,3 BHK,2.0,3.0,38.0,3,1900000.0
Vittasandra,2 BHK,2.0,2.0,67.0,2,3350000.0
Ashwathnagar,3 BHK,2.0,2.0,305.0,3,15250000.0
KR Puram,8 Bedroom,2.0,12.0,110.0,8,5500000.0
Kudlu Gate,3 BHK,2.0,2.0,46.38,3,2319000.0
Srinivasa Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Gubbalala,3 BHK,2.0,3.0,104.0,3,5200000.0
Kogilu,2 BHK,2.0,2.0,53.33,2,2666500.0
Kanakapura,2 BHK,2.0,2.0,42.83,2,2141500.0
Banashankari Stage III,3 BHK,2.0,3.0,118.0,3,5900000.0
Doddabommasandra,3 BHK,2.0,2.0,70.0,3,3500000.0
5th Phase JP Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Sarjapura - Attibele Road,3 BHK,2.0,2.0,45.95,3,2297500.0
Maruthi Layout,2 BHK,2.0,2.0,42.0,2,2100000.0
Hulimavu,1 BHK,2.0,1.0,50.0,1,2500000.0
Sree Narayana Nagar,3 BHK,2.0,3.0,50.0,3,2500000.0
Kanakpura Road,2 BHK,2.0,2.0,107.0,2,5350000.0
Malleshwaram,1 BHK,2.0,1.0,62.5,1,3125000.0
Hoodi,2 BHK,2.0,2.0,50.0,2,2500000.0
Talaghattapura,3 BHK,2.0,3.0,126.0,3,6300000.0
Bhoganhalli,3 BHK,2.0,3.0,90.2,3,4510000.0
Raja Rajeshwari Nagar,3 BHK,2.0,3.0,57.0,3,2850000.0
5th Block Hbr Layout,2 BHK,2.0,2.0,56.0,2,2800000.0
Hebbal,2 BHK,2.0,2.0,52.0,2,2600000.0
Sarjapur  Road,3 Bedroom,2.0,3.0,95.0,3,4750000.0
Tunganagara,3 BHK,2.0,2.0,54.21,3,2710500.0
Nagavara,4 BHK,2.0,3.0,120.0,4,6000000.0
Sahakara Nagar,3 BHK,2.0,2.0,75.0,3,3750000.0
BTM 2nd Stage,3 Bedroom,2.0,5.0,185.0,3,9250000.0
Hongasandra,8 Bedroom,2.0,12.0,120.0,8,6000000.0
Jalahalli East,3 Bedroom,2.0,2.0,80.0,3,4000000.0
Sarjapur  Road,2 BHK,2.0,2.0,29.99,2,1499500.0
Remco Bhel Layout,3 BHK,2.0,2.0,110.0,3,5500000.0
CV Raman Nagar,2 BHK,2.0,2.0,37.0,2,1850000.0
Chamrajpet,4 Bedroom,2.0,4.0,250.0,4,12500000.0
Magadi Road,4 Bedroom,2.0,2.0,93.0,4,4650000.0
Banashankari,3 BHK,2.0,3.0,115.0,3,5750000.0
Yelachenahalli,3 BHK,2.0,3.0,130.0,3,6500000.0
Uttarahalli,2 BHK,2.0,2.0,37.93,2,1896500.0
Hennur Road,3 BHK,2.0,3.0,139.0,3,6950000.0
Jalahalli,2 BHK,2.0,1.0,80.0,2,4000000.0
Lakshminarayana Pura,2 BHK,2.0,2.0,82.0,2,4100000.0
Electronic City Phase II,3 BHK,2.0,2.0,40.43,3,2021500.0
Sonnenahalli,2 BHK,2.0,2.0,43.75,2,2187500.0
Vijayanagar,2 BHK,2.0,2.0,65.0,2,3250000.0
Basaveshwara Nagar,7 Bedroom,2.0,7.0,350.0,7,17500000.0
Chokkasandra,2 BHK,2.0,2.0,33.0,2,1650000.0
Anekal,1 BHK,2.0,1.0,18.0,1,900000.0
2nd Block Hrbr Layout,3 BHK,2.0,3.0,110.0,3,5500000.0
Kanakapura,3 BHK,2.0,3.0,97.0,3,4850000.0
Bellandur,4 BHK,2.0,4.0,109.0,4,5450000.0
Ananth Nagar,1 BHK,2.0,2.0,14.0,1,700000.0
Panduranga Nagar,1 BHK,2.0,1.0,20.0,1,1000000.0
Sri Venkateshpura Layout,2 BHK,2.0,2.0,38.5,2,1925000.0
Malleshwaram,3 BHK,2.0,4.0,332.0,3,16600000.0
Haralur Road,2 BHK,2.0,2.0,145.0,2,7250000.0
Seegehalli,2 Bedroom,2.0,1.0,50.0,2,2500000.0
Abbigere,1 BHK,2.0,2.0,30.0,1,1500000.0
Lingadheeranahalli,3 BHK,2.0,3.0,94.99,3,4749500.0
Gottigere,3 BHK,2.0,2.0,55.0,3,2750000.0
Byadarahalli,3 BHK,2.0,4.0,370.0,3,18500000.0
Hebbal Kempapura,3 BHK,2.0,4.0,240.0,3,12000000.0
Jakkur Plantation,3 BHK,2.0,3.0,105.0,3,5250000.0
Kasavanhalli,3 BHK,2.0,3.0,88.0,3,4400000.0
Amruthahalli,3 Bedroom,2.0,3.0,135.0,3,6750000.0
Kaverappa Layout,2 BHK,2.0,2.0,70.0,2,3500000.0
Bommasandra,2 BHK,2.0,2.0,40.0,2,2000000.0
Kaverappa Layout,2 BHK,2.0,2.0,59.0,2,2950000.0
Electronic City,2 BHK,2.0,2.0,54.0,2,2700000.0
Mahadevpura,4 Bedroom,2.0,4.0,230.0,4,11500000.0
5th Block Hbr Layout,3 BHK,2.0,2.0,70.0,3,3500000.0
Yeshwanthpur,2 Bedroom,2.0,1.0,70.0,2,3500000.0
Doddanekundi,3 BHK,2.0,4.0,154.0,3,7700000.0
Bellandur,3 BHK,2.0,2.0,98.0,3,4900000.0
Banaswadi,7 Bedroom,2.0,6.0,830.0,7,41500000.0
Mysore Road,2 BHK,2.0,2.0,40.0,2,2000000.0
Yeshwanthpur,1 BHK,2.0,1.0,36.85,1,1842500.0
Kammasandra,2 BHK,2.0,2.0,32.0,2,1600000.0
Haralur Road,3 BHK,2.0,3.0,125.0,3,6250000.0
Thigalarapalya,4 BHK,2.0,6.0,235.0,4,11750000.0
Ramagondanahalli,3 BHK,2.0,3.0,62.0,3,3100000.0
Sir M V Nagar,7 Bedroom,2.0,9.0,120.0,7,6000000.0
Kanakpura Road,2 BHK,2.0,2.0,89.0,2,4450000.0
Bikasipura,6 Bedroom,2.0,4.0,280.0,6,14000000.0
Budigere,2 BHK,2.0,2.0,62.0,2,3100000.0
CV Raman Nagar,2 BHK,2.0,3.0,47.0,2,2350000.0
Basaveshwara Nagar Yelahanka,1 BHK,2.0,2.0,25.0,1,1250000.0
Binny Pete,2 BHK,2.0,2.0,86.28,2,4314000.0
Sidedahalli,3 Bedroom,2.0,2.0,85.0,3,4250000.0
Marathahalli,4 BHK,2.0,4.0,220.0,4,11000000.0
Electronic City,2 BHK,2.0,1.0,15.0,2,750000.0
Ramamurthy Nagar,1 BHK,2.0,1.0,26.0,1,1300000.0
Electronics City Phase 1,3 BHK,2.0,3.0,55.0,3,2750000.0
Green Glen Layout,3 BHK,2.0,3.0,120.0,3,6000000.0
Akshaya Nagar,3 BHK,2.0,2.0,65.0,3,3250000.0
Horamavu Banaswadi,2 BHK,2.0,2.0,51.6,2,2580000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,57.0,3,2850000.0
Hennur Road,3 BHK,2.0,3.0,101.0,3,5050000.0
Kaggalipura,3 BHK,2.0,2.0,58.0,3,2900000.0
Electronic City,2 BHK,2.0,2.0,29.6,2,1480000.0
Haralur Road,2 BHK,2.0,2.0,43.0,2,2150000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,56.41,3,2820500.0
R.T. Nagar,3 BHK,2.0,3.0,85.0,3,4250000.0
Kalkere,2 BHK,2.0,2.0,51.0,2,2550000.0
Kanakpura Road,3 BHK,2.0,2.0,75.0,3,3750000.0
1st Block Koramangala,2 BHK,2.0,2.0,110.0,2,5500000.0
Shree Ananth Nagar Layout,2 BHK,2.0,2.0,60.0,2,3000000.0
Yeshwanthpur,3 BHK,2.0,3.0,160.0,3,8000000.0
Hoskote,3 BHK,2.0,3.0,50.0,3,2500000.0
9th Phase JP Nagar,2 BHK,2.0,2.0,65.0,2,3250000.0
2nd Phase Judicial Layout,2 BHK,2.0,2.0,40.25,2,2012500.0
Jakkur,2 BHK,2.0,2.0,53.35,2,2667500.0
Magadi Road,2 Bedroom,2.0,1.0,100.0,2,5000000.0
Panathur,3 BHK,2.0,3.0,99.0,3,4950000.0
Ambedkar Nagar,2 BHK,2.0,2.0,90.0,2,4500000.0
Bellandur,3 BHK,2.0,3.0,68.0,3,3400000.0
Indira Nagar,3 BHK,2.0,3.0,200.0,3,10000000.0
HBR Layout,4 Bedroom,2.0,4.0,120.0,4,6000000.0
Brookefield,3 BHK,2.0,3.0,105.0,3,5250000.0
Attiguppe,2 Bedroom,2.0,2.0,70.0,2,3500000.0
Magadi Road,3 BHK,2.0,2.0,58.82,3,2941000.0
Srirampuram,2 Bedroom,2.0,2.0,40.0,2,2000000.0
Yemlur,2 BHK,2.0,2.0,55.0,2,2750000.0
Race Course Road,4 BHK,2.0,5.0,600.0,4,30000000.0
Sarjapur,3 BHK,2.0,2.0,68.0,3,3400000.0
Ambalipura,2 BHK,2.0,2.0,80.0,2,4000000.0
Thanisandra,3 BHK,2.0,2.0,56.0,3,2800000.0
Marathahalli,3 BHK,2.0,2.0,62.0,3,3100000.0
Gkvk Layout,3 Bedroom,2.0,3.0,195.0,3,9750000.0
Thubarahalli,2 BHK,2.0,2.0,65.0,2,3250000.0
Bannerghatta Road,3 BHK,2.0,3.0,67.0,3,3350000.0
Bank Of Baroda Colony,4 Bedroom,2.0,5.0,350.0,4,17500000.0
Kanakpura Road,2 BHK,2.0,2.0,41.0,2,2050000.0
Kanakpura Road,2 BHK,2.0,2.0,105.0,2,5250000.0
Sector 1 HSR Layout,3 BHK,2.0,3.0,155.0,3,7750000.0
Ramamurthy Nagar,2 BHK,2.0,2.0,50.79,2,2539500.0
Chikkabanavar,5 Bedroom,2.0,4.0,70.0,5,3500000.0
BTM 2nd Stage,2 BHK,2.0,2.0,52.0,2,2600000.0
Yeshwanthpur,2 BHK,1277.5,2.0,95.815,2,7500.1956947162425
Electronic City,3 BHK,2.0,3.0,89.0,3,4450000.0
Electronic City Phase II,2 BHK,2.0,2.0,55.0,2,2750000.0
Whitefield,2 BHK,2.0,2.0,90.0,2,4500000.0
Ananth Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Koramangala,3 BHK,2.0,3.0,180.0,3,9000000.0
Whitefield,1 BHK,2.0,1.0,50.0,1,2500000.0
Laggere,3 Bedroom,2.0,2.0,150.0,3,7500000.0
Hosa Road,2 BHK,2.0,2.0,55.15,2,2757500.0
Basavangudi,3 BHK,2.0,3.0,300.0,3,15000000.0
Electronic City Phase II,2 BHK,2.0,2.0,40.6,2,2030000.0
Bank Of Baroda Colony,2 Bedroom,2.0,2.0,185.0,2,9250000.0
9th Phase JP Nagar,2 BHK,2.0,2.0,37.0,2,1850000.0
Hulimavu,2 BHK,2.0,2.0,73.0,2,3650000.0
Banaswadi,2 BHK,2.0,2.0,60.0,2,3000000.0
Brookefield,4 Bedroom,2.0,4.0,152.0,4,7600000.0
Ramamurthy Nagar,3 Bedroom,2.0,2.0,66.0,3,3300000.0
St. John's Road,2 BHK,2.0,2.0,60.0,2,3000000.0
1st Phase JP Nagar,3 BHK,2.0,3.0,167.0,3,8350000.0
Bommasandra Industrial Area,3 BHK,2.0,2.0,38.12,3,1905999.9999999998
Kothanur,5 Bedroom,2.0,5.0,550.0,5,27500000.0
Uttarahalli,3 BHK,2.0,2.0,47.0,3,2350000.0
Kaikondrahalli,3 BHK,2.0,3.0,56.0,3,2800000.0
Electronic City,3 BHK,2.0,3.0,50.0,3,2500000.0
Kothannur,2 BHK,2.0,2.0,47.88,2,2394000.0
Marathahalli,4 BHK,2.0,5.0,185.0,4,9250000.0
Doopanahalli,3 BHK,2.0,2.0,100.0,3,5000000.0
Old Madras Road,4 Bedroom,2.0,3.0,132.0,4,6600000.0
Hoodi,3 BHK,2.0,3.0,145.0,3,7250000.0
Haralur Road,4 Bedroom,2.0,4.0,245.0,4,12250000.0
Kudlu Gate,2 BHK,2.0,2.0,55.0,2,2750000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,59.01,3,2950500.0
Doddaballapur,4 BHK,2.0,3.0,80.0,4,4000000.0
Sathanur,3 BHK,2.0,2.0,110.0,3,5500000.0
Kanakpura Road,3 BHK,2.0,3.0,115.0,3,5750000.0
Margondanahalli,2 Bedroom,2.0,2.0,58.0,2,2900000.0
Varthur,2 BHK,2.0,2.0,40.0,2,2000000.0
Marathahalli,3 BHK,2.0,2.0,66.65,3,3332500.0000000005
Electronic City Phase II,2 BHK,2.0,1.0,27.0,2,1350000.0
Subramanyapura,2 BHK,2.0,2.0,58.0,2,2900000.0
Kanakpura Road,1 BHK,825.0,1.0,36.29,1,4398.787878787879
Kanakpura Road,2 BHK,2.0,2.0,37.8,2,1889999.9999999998
Hosa Road,2 BHK,2.0,2.0,97.52,2,4876000.0
Kengeri Satellite Town,2 BHK,2.0,2.0,43.0,2,2150000.0
Kumaraswami Layout,4 Bedroom,2.0,4.0,139.0,4,6950000.0
Banashankari Stage VI,4 Bedroom,2.0,4.0,190.0,4,9500000.0
ITI Layout,3 BHK,2.0,3.0,115.0,3,5750000.0
Ramamohanapuram,4 Bedroom,2.0,3.0,500.0,4,25000000.0
Malleshwaram,3 BHK,2.0,3.0,399.0,3,19950000.0
Lakshminarayana Pura,3 BHK,2.0,3.0,150.0,3,7500000.0
TC Palaya,3 Bedroom,2.0,2.0,66.0,3,3300000.0
Prithvi Layout,2 BHK,2.0,2.0,87.5,2,4375000.0
Harlur,3 BHK,2.0,3.0,125.0,3,6250000.0
Tejaswini Nagar,3 BHK,2.0,3.0,85.0,3,4250000.0
Bannerghatta,4 BHK,2.0,6.0,268.0,4,13400000.0
Whitefield,4 BHK,2.0,4.0,199.0,4,9950000.0
Channasandra,3 BHK,2.0,2.0,90.0,3,4500000.0
9th Phase JP Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Whitefield,4 Bedroom,2.0,5.0,329.0,4,16450000.0
Kammanahalli,2 BHK,2.0,2.0,52.0,2,2600000.0
Jakkur,2 BHK,2.0,2.0,52.0,2,2600000.0
Horamavu Agara,2 BHK,2.0,2.0,38.0,2,1900000.0
